record_type,data_type,slip_number,shop_code,category_code,slip_type,order_date,delivery_date,route,contractor_code,shop_name,delivery_place,remarks,direct_shipping,supplier_code,file_name
B,01,22451017492,0022,130,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017493,0022,140,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017494,0022,140,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017495,0022,160,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017496,0022,170,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017497,0022,180,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017498,0022,210,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017499,0022,210,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017500,0022,210,01,250901,250902,,1021,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,71451002274,0071,110,01,250901,250902,,1021,ﾈｯﾄﾊﾝﾊﾞｲ,ﾈｯﾄﾊﾝﾊﾞｲ,,21,1021,LWHANA_20250901140054.txt
B,01,71451002276,0071,310,01,250901,250902,,1021,ﾈｯﾄﾊﾝﾊﾞｲ,ﾈｯﾄﾊﾝﾊﾞｲ,,21,1021,LWHANA_20250901140054.txt
B,01,91451029656,0091,120,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029678,0091,110,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029680,0091,110,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029681,0091,120,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029682,0091,120,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029683,0091,120,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029684,0091,120,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029685,0091,130,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029686,0091,130,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029687,0091,130,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029688,0091,140,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029689,0091,140,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029690,0091,150,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029692,0091,160,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029693,0091,160,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029694,0091,170,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029695,0091,170,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029696,0091,180,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029697,0091,180,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029698,0091,210,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029700,0091,210,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029701,0091,210,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029731,0091,170,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029737,0091,140,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029787,0091,180,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029789,0091,180,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029790,0091,210,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029793,0091,180,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029795,0091,180,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029797,0091,180,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029818,0091,410,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029828,0091,140,01,250901,250902,,1021,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,98451005039,0098,211,01,250901,250902,,1021,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,04451025015,0004,240,01,250901,250902,,1029,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,64,1021,LWHANA_20250901140054.txt
B,01,21451022268,0021,240,01,250901,250902,,1029,ｴﾓﾘ,ｴﾓﾘ,,21,1021,LWHANA_20250901140054.txt
B,01,02451022596,0002,210,01,250901,250902,,1106,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250901140054.txt
B,01,02451022598,0002,241,01,250901,250902,,1106,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250901140054.txt
B,01,03451023412,0003,210,01,250901,250902,,1106,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250901140054.txt
B,01,03451023414,0003,211,01,250901,250902,,1106,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250901140054.txt
B,01,03451023416,0003,231,01,250901,250902,,1106,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250901140054.txt
B,01,04451025033,0004,230,01,250901,250902,,1106,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,51,1021,LWHANA_20250901140054.txt
B,01,04451025060,0004,231,01,250901,250902,,1106,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,09451015529,0009,210,01,250901,250902,,1106,ｳﾞｨｵ,ｳﾞｨｵ,,11,1021,LWHANA_20250901140054.txt
B,01,09451015546,0009,210,01,250901,250902,,1106,ｳﾞｨｵ,ｳﾞｨｵ,,91,1021,LWHANA_20250901140054.txt
B,01,09451015548,0009,211,01,250901,250902,,1106,ｳﾞｨｵ,ｳﾞｨｵ,,91,1021,LWHANA_20250901140054.txt
B,01,09451015550,0009,214,01,250901,250902,,1106,ｳﾞｨｵ,ｳﾞｨｵ,,91,1021,LWHANA_20250901140054.txt
B,01,10451031346,0010,212,01,250901,250902,,1106,ﾂﾙｶﾞ,ﾂﾙｶﾞ,,91,1021,LWHANA_20250901140054.txt
B,01,10451031348,0010,244,01,250901,250902,,1106,ﾂﾙｶﾞ,ﾂﾙｶﾞ,,91,1021,LWHANA_20250901140054.txt
B,01,11451023718,0011,214,01,250901,250902,,1106,ｴﾁｾﾞﾝ,ｴﾁｾﾞﾝ,,91,1021,LWHANA_20250901140054.txt
B,01,21451022336,0021,210,01,250901,250902,,1106,ｴﾓﾘ,ｴﾓﾘ,,91,1021,LWHANA_20250901140054.txt
B,01,21451022338,0021,211,01,250901,250902,,1106,ｴﾓﾘ,ｴﾓﾘ,,91,1021,LWHANA_20250901140054.txt
B,01,21451022340,0021,214,01,250901,250902,,1106,ｴﾓﾘ,ｴﾓﾘ,,91,1021,LWHANA_20250901140054.txt
B,01,22451017373,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017375,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017376,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017377,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017378,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017379,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017380,0022,250,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017451,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,91,1021,LWHANA_20250901140054.txt
B,01,22451017453,0022,211,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,91,1021,LWHANA_20250901140054.txt
B,01,22451017455,0022,213,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,91,1021,LWHANA_20250901140054.txt
B,01,22451017457,0022,215,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,91,1021,LWHANA_20250901140054.txt
B,01,22451017501,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,22451017503,0022,210,01,250901,250902,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250901140054.txt
B,01,91451029760,0091,210,01,250901,250902,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,22,1021,LWHANA_20250901140054.txt
B,01,91451029762,0091,210,01,250901,250902,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,22,1021,LWHANA_20250901140054.txt
B,01,91451029763,0091,210,01,250901,250902,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,22,1021,LWHANA_20250901140054.txt
B,01,91451029764,0091,210,01,250901,250902,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,22,1021,LWHANA_20250901140054.txt
B,01,91451029765,0091,230,01,250901,250902,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,22,1021,LWHANA_20250901140054.txt
B,01,91451029766,0091,240,01,250901,250902,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,22,1021,LWHANA_20250901140054.txt
B,01,91451029767,0091,210,01,250901,250903,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,22,1021,LWHANA_20250901140054.txt
B,01,91451029791,0091,210,01,250901,250902,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,91451029824,0091,210,01,250901,250902,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,22,1021,LWHANA_20250901140054.txt
B,01,01451021441,0001,261,01,250901,250902,,1126,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250901140054.txt
B,01,02451022600,0002,261,01,250901,250902,,1126,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250901140054.txt
B,01,02451022602,0002,262,01,250901,250902,,1126,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250901140054.txt
B,01,03451023418,0003,262,01,250901,250902,,1126,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250901140054.txt
B,01,07451018248,0007,261,01,250901,250902,,1126,ｺｳﾖｳ,ｺｳﾖｳ,,91,1021,LWHANA_20250901140054.txt
B,01,08451019354,0008,261,01,250901,250902,,1126,ﾌﾟﾗｻﾞ,ﾌﾟﾗｻﾞ,,91,1021,LWHANA_20250901140054.txt
B,01,08451019356,0008,262,01,250901,250902,,1126,ﾌﾟﾗｻﾞ,ﾌﾟﾗｻﾞ,,91,1021,LWHANA_20250901140054.txt
B,01,10451031350,0010,261,01,250901,250902,,1126,ﾂﾙｶﾞ,ﾂﾙｶﾞ,,91,1021,LWHANA_20250901140054.txt
B,01,10451031352,0010,262,01,250901,250902,,1126,ﾂﾙｶﾞ,ﾂﾙｶﾞ,,91,1021,LWHANA_20250901140054.txt
B,01,21451022342,0021,262,01,250901,250902,,1126,ｴﾓﾘ,ｴﾓﾘ,,91,1021,LWHANA_20250901140054.txt
B,01,01451021443,0001,248,01,250901,250902,,1127,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250901140054.txt
B,01,02451022604,0002,249,01,250901,250902,,1127,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250901140054.txt
B,01,03451023420,0003,249,01,250901,250902,,1127,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250901140054.txt
B,01,11451023720,0011,244,01,250901,250902,,1127,ｴﾁｾﾞﾝ,ｴﾁｾﾞﾝ,,91,1021,LWHANA_20250901140054.txt
B,01,21451022290,0021,240,01,250901,250904,,1127,ｴﾓﾘ,ｴﾓﾘ,,11,1021,LWHANA_20250901140054.txt
B,01,21451022292,0021,240,01,250901,250904,,1127,ｴﾓﾘ,ｴﾓﾘ,,11,1021,LWHANA_20250901140054.txt
B,01,21451022293,0021,240,01,250901,250904,,1127,ｴﾓﾘ,ｴﾓﾘ,,11,1021,LWHANA_20250901140054.txt
B,01,21451022294,0021,280,01,250901,250904,,1127,ｴﾓﾘ,ｴﾓﾘ,,11,1021,LWHANA_20250901140054.txt
B,01,22451017459,0022,247,01,250901,250902,,1127,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,91,1021,LWHANA_20250901140054.txt
B,01,71451002277,0071,320,01,250901,250902,,1127,ﾈｯﾄﾊﾝﾊﾞｲ,ﾈｯﾄﾊﾝﾊﾞｲ,,21,1021,LWHANA_20250901140054.txt
B,01,91451029662,0091,280,01,250901,250902,,1127,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,11,1021,LWHANA_20250901140054.txt
B,01,98451005028,0098,160,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,11,1021,LWHANA_20250901140054.txt
B,01,98451005030,0098,110,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,11,1021,LWHANA_20250901140054.txt
B,01,98451005071,0098,113,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005073,0098,121,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005075,0098,122,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005077,0098,123,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005079,0098,131,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005081,0098,141,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005083,0098,143,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005085,0098,152,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005087,0098,155,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005089,0098,161,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005091,0098,162,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005093,0098,171,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005095,0098,172,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005097,0098,210,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005099,0098,211,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005101,0098,213,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,98451005103,0098,215,01,250901,250902,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250901140054.txt
B,01,01451022932,0001,180,01,250918,250919,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,31,1021,LWHANA_20250919140035.txt
B,01,01451022934,0001,180,01,250918,250919,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,31,1021,LWHANA_20250919140035.txt
B,01,01451022935,0001,180,01,250918,250919,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,31,1021,LWHANA_20250919140035.txt
B,01,01451022943,0001,180,01,250918,250919,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,31,1021,LWHANA_20250919140035.txt
B,01,01451022951,0001,210,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,11,1021,LWHANA_20250919140035.txt
B,01,01451022953,0001,210,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,11,1021,LWHANA_20250919140035.txt
B,01,01451022960,0001,110,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,11,1021,LWHANA_20250919140035.txt
B,01,01451022963,0001,114,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022965,0001,121,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022967,0001,123,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022969,0001,132,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022971,0001,133,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022973,0001,142,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022975,0001,151,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022977,0001,153,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022979,0001,155,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022981,0001,162,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022983,0001,210,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,01451022985,0001,211,01,250919,250920,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024237,0002,120,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,11,1021,LWHANA_20250919140035.txt
B,01,02451024246,0002,111,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024248,0002,122,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024250,0002,123,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024252,0002,131,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024254,0002,132,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024256,0002,135,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024258,0002,142,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024260,0002,145,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024262,0002,151,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024264,0002,162,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024266,0002,184,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024268,0002,215,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250919140035.txt
B,01,02451024295,0002,140,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,11,1021,LWHANA_20250919140035.txt
B,01,02451024301,0002,140,01,250919,250920,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,11,1021,LWHANA_20250919140035.txt
B,01,03451025050,0003,180,01,250918,250920,,1021,ｻｶｲ,ｻｶｲ,,11,1021,LWHANA_20250919140035.txt
B,01,03451025052,0003,180,01,250918,250920,,1021,ｻｶｲ,ｻｶｲ,,11,1021,LWHANA_20250919140035.txt
B,01,03451025053,0003,180,01,250918,250920,,1021,ｻｶｲ,ｻｶｲ,,11,1021,LWHANA_20250919140035.txt
B,01,03451025065,0003,210,01,250919,250920,,1021,ｻｶｲ,ｻｶｲ,,51,1021,LWHANA_20250919140035.txt
B,01,03451025074,0003,112,01,250919,250920,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250919140035.txt
B,01,03451025076,0003,114,01,250919,250920,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250919140035.txt
B,01,03451025078,0003,119,01,250919,250920,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250919140035.txt
B,01,03451025080,0003,122,01,250919,250920,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250919140035.txt
B,01,03451025082,0003,123,01,250919,250920,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250919140035.txt
B,01,03451025084,0003,131,01,250919,250920,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250919140035.txt
