店舗CD,倉庫名,仕入先CD,仕入先名,JX伝票番号,発注日,納品日,商品CD,商品名,JANコード,入数,発注ケース,発注バラ,入荷ケース,入荷バラ,マッチ
0091,華むすびの蔵センター,0011,カナカン(株)酒類　福井営業所,00133955520,2026-05-07,2026-05-09,244464,　天狗　横綱あられ１７５ｇ,4901970001232,10,0,0,0,10,×入荷予定なし
0091,華むすびの蔵センター,0011,"カナカン(株)菓子  福井営業所",26051000679,2026-05-07,2026-05-09,244158,　ブルボンプチうす焼き３６ｇ,4901360358236,10,1,0,0,10,○
0091,華むすびの蔵センター,0011,カナカン(株)酒類　福井営業所,26051000679,2026-05-07,2026-05-09,000004,ロッテ　のど飴　　　　　　　　　　１１ツフ゛　　,0000045141157,10,0,0,0,10,×商品未登録
0091,華むすびの蔵センター,0011,"カナカン(株)菓子  福井営業所",26051000679,2026-05-07,2026-05-09,247096,　明治　果汁グミ　ぶどう５４ｇ,4902777139746,10,1,0,0,10,○
0091,華むすびの蔵センター,0011,"カナカン(株)菓子  福井営業所",26051000679,2026-05-07,2026-05-09,244328,　ナビスコ　チップスターＳ　のりしお,4903015500137,8,1,0,0,8,○
0091,華むすびの蔵センター,0011,"カナカン(株)菓子  福井営業所",26051000679,2026-05-07,2026-05-09,244147,　ナビスコ　チップスターＳ　コンソメ４５ｇ,4903015500120,8,1,0,0,8,○
0091,華むすびの蔵センター,0011,"カナカン(株)菓子  福井営業所",26051000679,2026-05-07,2026-05-09,244095,　ナビスコ　チップスターＳ　うすしお,4903015500113,8,1,0,0,8,○
0091,華むすびの蔵センター,0011,"カナカン(株)菓子  福井営業所",26051000685,2026-05-07,2026-05-09,244187,　ブルボンプチチョコチップ６０ｇ,4901360358311,10,1,0,0,10,○
0002,二の宮店,0011,"カナカン(株)菓子  福井営業所",26051001060,2026-05-07,2026-05-09,248128,　北陸製菓　ビーバー５５ｇ,4902458008408,12,1,0,0,12,○
0001,本店,0010,カナカン(株)フローズン（冷食）,00134121740,2026-05-08,2026-05-09,243169,　クラモト　カットアイス　金沢氷室１Ｋｇ,4964374123450,12,1,0,0,12,○
0009,ヴィオ店,0010,カナカン(株)フローズン（冷食）,00134121750,2026-05-08,2026-05-09,243169,　クラモト　カットアイス　金沢氷室１Ｋｇ,4964374123450,12,1,0,0,12,○
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142330,2026-05-02,2026-05-09,162075,　クエルボ１８００　アネホ７５０ｍｌ,7501035010208,6,0,0,0,3,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142340,2026-05-05,2026-05-09,211617,　フィーバーツリー　トニックウォーター　２００ｍｌ,5060108450003,24,0,0,0,24,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142340,2026-05-05,2026-05-09,211723,　フィーバーツリー　ジンジャエール　２００ｍｌ,5060108450089,24,0,0,0,24,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142340,2026-05-05,2026-05-09,211836,　アサヒ　スタイルバランス　レモンサワーテイスト２００ｍｌ,4904230071822,30,0,0,0,90,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142350,2026-05-05,2026-05-09,172280,　ボルスクレームドカカオ　ブラウン７００ｍｌ,8716000964984,6,0,0,0,1,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142350,2026-05-05,2026-05-09,141214,　アサヒ　生ビール　大瓶６３３ｍｌ,4901004061027,20,0,0,0,20,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142360,2026-05-06,2026-05-09,113550,　満寿泉純米吟醸１．８Ｌ,4932945010461,6,0,0,0,1,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142360,2026-05-06,2026-05-09,113415,　手取川酒魂　純米吟醸７２０ｍｌ,4934347000767,12,0,0,0,2,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142360,2026-05-06,2026-05-09,112358,　雲乃井純米東尋坊７２０ｍｌ,4934010098411,12,0,0,0,6,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142360,2026-05-06,2026-05-09,113548,　神泉純米酒１．８Ｌ,4520771000611,6,0,0,0,2,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142370,2026-05-06,2026-05-09,123325,　３３°刻の一滴　シャルドネ樽貯蔵７２０ｍｌ（芋）,4904230014386,6,0,0,0,1,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142370,2026-05-06,2026-05-09,123324,　２５°刻の一滴　ピノノワール樽貯蔵７２０ｍｌ（麦）,4904230014393,6,0,0,0,1,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142370,2026-05-06,2026-05-09,121034,　２５°大五郎ペット４Ｌ,4904230067542,4,0,0,0,1,×入荷予定なし
0091,華むすびの蔵センター,0010,カナカン(株)酒類　福井営業所,00134142380,2026-05-08,2026-05-09,185138,　ジーマ　缶　３３０ｍｌ,5010038488249,24,1,0,0,24,○
0001,本店,0010,カナカン(株)酒類　福井営業所,00134142460,2026-05-06,2026-05-09,171449,　立山　ゆず酒７２０ｍｌ,4981268497107,12,0,0,0,2,×入荷予定なし
0001,本店,0010,カナカン(株)酒類　福井営業所,00134142460,2026-05-06,2026-05-09,113739,　加賀鳶　純米吟醸３００ｍｌ,4976876234060,10,0,0,0,1,×入荷予定なし
0002,二の宮店,0010,カナカン(株)酒類　福井営業所,00134142470,2026-05-08,2026-05-09,210922,　檸檬堂　よわない檸檬堂３３５ｍｌ,4902102154260,24,2,0,0,48,○
0002,二の宮店,0010,カナカン(株)酒類　福井営業所,00134142480,2026-05-08,2026-05-09,145061,　アサヒ　スタイルフリー　トリプルゼロ５００ｍｌ,4901004066268,24,8,0,0,32,○
0002,二の宮店,0010,カナカン(株)酒類　福井営業所,00134142480,2026-05-08,2026-05-09,142909,　アサヒ　新・スーパードライ　生ジョッキ缶４８５ｍｌ,4901004066152,24,0,0,0,16,×入荷予定なし
0002,二の宮店,0010,カナカン(株)酒類　福井営業所,00134142480,2026-05-08,2026-05-09,147085,　サントリー　金麦　糖質ｏｆｆ５００ｍｌ,4901777230194,24,0,0,0,16,×入荷予定なし
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142490,2026-05-05,2026-05-09,172230,　ボルス　ブルー７００ｍｌ,8716000965226,6,0,0,0,1,×入荷予定なし
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142500,2026-05-06,2026-05-09,112014,　華燭特撰１．８Ｌ,4941046156107,6,0,0,0,2,×入荷予定なし
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142510,2026-05-07,2026-05-09,142764,　アサヒ　ザ・ビタリスト３５０ｍｌ,4901004062499,24,0,96,0,48,△2件
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142520,2026-05-08,2026-05-09,123126,　２５°キリシマ　ナンバー８　４９０ｍｌ（芋）,4972776220035,12,0,0,0,1,×入荷予定なし
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142530,2026-05-08,2026-05-09,008043,グレングラント　１０年　　　　　　７００ＭＬ　　,0080432402979,1,0,0,0,1,×商品未登録
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142540,2026-05-08,2026-05-09,211119,　ウィルキンソン　タンサン瓶１９０ｍｌ,4901004201812,24,0,0,0,48,×入荷予定なし
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,145061,　アサヒ　スタイルフリー　トリプルゼロ５００ｍｌ,4901004066268,24,0,0,0,12,×倉庫/仕入先不一致
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,142909,　アサヒ　新・スーパードライ　生ジョッキ缶４８５ｍｌ,4901004066152,24,0,0,0,8,×入荷予定なし
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,184475,　サントリー　－１９６℃ストロングゼロ　ダブルレモン　３５０ｍｌ,4901777207288,24,0,24,0,8,○
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,147045,　サントリー　ジョッキ生　３５０ｍｌ,4901777217201,24,0,192,0,32,○
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,184276,　サントリー　－１９６℃ストロングゼロ　ダブル完熟梅　３５０ｍｌ,4901777222861,24,2,0,0,48,○
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,184312,　サントリー　－１９６℃ストロングゼロ　ダブルシークワーサー３５０ｍｌ,4901777210912,24,0,24,0,48,○
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,184692,　サントリー　角ハイボール　濃いめ　３５０ｍｌ,4901777349070,24,0,0,0,72,×入荷予定なし
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,184242,　サントリー　角ハイボール缶　３５０ｍｌ,4901777201439,24,0,120,0,120,○
0004,サンドーム前店,0010,カナカン(株)酒類　福井営業所,00134142550,2026-05-08,2026-05-09,117016,　三河鬼ころし１．８Ｌ,4971435011007,6,2,0,0,12,○
0003,坂井店,0010,カナカン(株)酒類　福井営業所,00134142560,2026-05-06,2026-05-09,113368,　天狗舞　山廃純米大吟醸７２０ｍｌ,4942068000539,10,0,0,0,1,×入荷予定なし
0003,坂井店,0010,カナカン(株)酒類　福井営業所,00134142570,2026-05-08,2026-05-09,122753,　２５°本格米焼酎　霧島するる９００ｍｌ,4972776230034,6,0,0,0,2,×入荷予定なし
0003,坂井店,0010,カナカン(株)酒類　福井営業所,00134142570,2026-05-08,2026-05-09,184722,　サントリー　－１９６ストロングゼロ　ドライ　３５０ｍｌ,4901777241497,24,0,30,0,20,○
0003,坂井店,0010,カナカン(株)酒類　福井営業所,00134142570,2026-05-08,2026-05-09,185195,　サントリー　こだわり酒場のレモンサワー３５０ｍｌ,4901777337015,24,0,0,0,20,×倉庫/仕入先不一致
0003,坂井店,0010,カナカン(株)酒類　福井営業所,00134142570,2026-05-08,2026-05-09,185196,　サントリー　こだわり酒場のレモンサワー５００ｍｌ,4901777332522,24,0,12,0,12,○
0003,坂井店,0010,カナカン(株)酒類　福井営業所,00134142570,2026-05-08,2026-05-09,184891,　サントリー　角ハイボール　濃いめ　５００ｍｌ,4901777349254,24,1,0,0,48,○
0003,坂井店,0010,カナカン(株)酒類　福井営業所,00134142570,2026-05-08,2026-05-09,185900,　サントリー　こだわり酒場のタコハイ缶５００ｍｌ,4901777393905,24,0,0,0,24,×入荷予定なし
0003,坂井店,0010,カナカン(株)酒類　福井営業所,00134142570,2026-05-08,2026-05-09,181206,　サントリー　－１９６無糖　ダブルレモン４％　３５０ｍｌ,4901777432918,24,0,0,0,8,×倉庫/仕入先不一致
0008,プラザ店,0010,カナカン(株)酒類　福井営業所,00134142580,2026-05-05,2026-05-09,211617,　フィーバーツリー　トニックウォーター　２００ｍｌ,5060108450003,24,0,0,0,24,×入荷予定なし
0008,プラザ店,0010,カナカン(株)酒類　福井営業所,00134142590,2026-05-05,2026-05-09,161023,　４７°ニッカ　カフェジン　７００ｍｌ,4904230074113,6,0,0,0,1,×入荷予定なし
0009,ヴィオ店,0010,カナカン(株)酒類　福井営業所,00134142600,2026-05-08,2026-05-09,172074,　コアントロー　７００ｍｌ,3035542004206,12,0,0,0,1,×入荷予定なし
0009,ヴィオ店,0010,カナカン(株)酒類　福井営業所,00134142610,2026-05-08,2026-05-09,211899,　アサヒ　ゼロ　ノンアルコール３５０ｍｌ,4904230073079,24,0,0,0,192,×倉庫/仕入先不一致
0009,ヴィオ店,0010,カナカン(株)酒類　福井営業所,00134142610,2026-05-08,2026-05-09,210500,　沖縄農芸　山原うまれのシークヮーサー５００ｍｌ,4988555062789,12,0,0,0,2,×入荷予定なし
0009,ヴィオ店,0010,カナカン(株)酒類　福井営業所,00134142620,2026-05-08,2026-05-09,147256,　アサヒ　ザ・リッチ　５００ｍｌ,4901004059055,24,0,0,0,4,×入荷予定なし
0009,ヴィオ店,0010,カナカン(株)酒類　福井営業所,00134142620,2026-05-08,2026-05-09,123161,　２０°黒霧島チュパック１．８Ｌ（芋）,4972776936950,6,1,0,0,2,○
0009,ヴィオ店,0010,カナカン(株)酒類　福井営業所,00134142620,2026-05-08,2026-05-09,153029,　サントリー　赤玉スイート　白　５５０ｍｌ,4901777008700,12,0,0,0,2,×入荷予定なし
0009,ヴィオ店,0010,カナカン(株)酒類　福井営業所,00134142620,2026-05-08,2026-05-09,153026,◎サントリー　赤玉スイートキング　赤　１．８Ｌ,4901777008670,6,0,0,0,3,×倉庫/仕入先不一致
0009,ヴィオ店,0010,カナカン(株)酒類　福井営業所,00134142620,2026-05-08,2026-05-09,121031,○２５°鏡月グリ－ン　ペット１．８Ｌ,4901777241671,6,0,0,0,1,×倉庫/仕入先不一致
0010,敦賀店,0010,カナカン(株)酒類　福井営業所,00134142630,2026-05-05,2026-05-09,162285,　クエルボ　エスペシャル　３７５ｍｌ,7501035010284,12,0,0,0,1,×入荷予定なし
0010,敦賀店,0010,カナカン(株)酒類　福井営業所,00134142640,2026-05-07,2026-05-09,123066,　２５°ＪＡ福井経済連　ほのぼの　麦７２０ｍｌ（麦）,4986234005188,12,0,0,0,6,×入荷予定なし
0010,敦賀店,0010,カナカン(株)酒類　福井営業所,00134142640,2026-05-07,2026-05-09,123124,　２５°ＪＡ福井経済連　ほのぼの　芋７２０ｍｌ（芋）,4986234005171,12,0,0,0,8,×入荷予定なし
0010,敦賀店,0010,カナカン(株)酒類　福井営業所,00134142650,2026-05-08,2026-05-09,185633,　アサヒ　贅沢搾りプレミアム　みかんテイスト３５０ｍｌ,4904230067252,24,0,24,0,24,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142660,2026-05-02,2026-05-09,162075,　クエルボ１８００　アネホ７５０ｍｌ,7501035010208,6,0,0,0,1,×入荷予定なし
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142670,2026-05-05,2026-05-09,162075,　クエルボ１８００　アネホ７５０ｍｌ,7501035010208,6,0,0,0,1,×入荷予定なし
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142670,2026-05-05,2026-05-09,172130,　ボルス　ラズベリー７００ｍｌ,8716000965370,6,0,0,0,1,×入荷予定なし
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142670,2026-05-05,2026-05-09,121010,　２０°酎五郎ＢＩＢ１８Ｌ,4904230028055,1,0,0,0,1,×入荷予定なし
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142680,2026-05-07,2026-05-09,211685,　サントリー　トニックウォーター（業務用）３３０ｍｌＰＥＴ,4901777352377,24,2,0,0,24,△2件
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142690,2026-05-08,2026-05-09,114110,　白鶴糖質ゼロパック９００ｍｌ,4902650041326,6,0,0,0,1,×入荷予定なし
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142700,2026-05-08,2026-05-09,211070,　ウィルキンソン　トニック瓶１９０ｍｌ,4901004202215,24,6,0,0,96,△3件
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,143024,◎アサヒ　スーパードライ３５０ｍｌ,4901004006721,24,0,384,0,96,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,143025,◎アサヒ　スーパードライ５００ｍｌ,4901004006820,24,0,96,0,16,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,162041,　クエルボ　エスペシャル（ゴールド）７５０ｍｌ,7501035010109,12,0,5,0,5,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,162122,　ウィルキンソン　ジン３７°　７２０ｍｌ,4904230401087,12,0,3,0,3,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,131076,　ニッカ　ハイニッカ７２０ｍｌ,4904230042303,12,0,2,0,2,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,171326,　アサヒ　樽ハイ倶楽部　ドライ１０Ｌ,4901004072917,1,0,4,0,4,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,171174,　アサヒ　ブラックニッカクリアブレンドハイボール樽詰１０Ｌ,4904230028642,1,0,6,0,6,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,143141,　アサヒ　スーパードライ　生樽１０Ｌ,4901004012111,1,0,12,0,12,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142710,2026-05-08,2026-05-09,143142,　アサヒスーパードライ　生樽１９Ｌ,4901004012210,1,0,10,0,10,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,142351,　アサヒ　アサヒゴールド３５０ｍｌ,4901004066596,24,0,96,0,16,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,123646,　４０°特別蒸留きりしま　白７２０ｍｌ（芋）,4972776180049,6,0,2,0,2,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,123647,　４０°特別蒸留きりしま　赤７２０ｍｌ（芋）,4972776180056,6,0,2,0,2,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,123944,　３６°志比田工場　黒霧島原酒７２０ｍｌ（芋）,4972776210111,6,0,2,0,1,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,122646,　２５°黒霧島（芋）パック１．８Ｌ,4972776946959,6,0,24,0,24,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,133057,　サントリー　ＶＯ　２．７Ｌ,4901777052864,6,0,1,0,2,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,131255,　サントリー　レッド３９°　６４０ｍｌ,4901777042278,12,0,2,0,2,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,131197,　サントリー　角瓶　２．７Ｌ,4901777284340,6,1,0,0,6,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142720,2026-05-08,2026-05-09,142543,　サントリー　生ビール３５０ｍｌ,4901777392779,24,0,96,0,16,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142730,2026-05-08,2026-05-09,008068,オールド　グランダッド８０　　　　７５０ＭＬ　　,0080686406020,1,0,0,0,3,×商品未登録
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142730,2026-05-08,2026-05-09,162097,　カミノレアル　テキーラゴールド　７５０ｍｌ,7501012914611,12,0,3,0,3,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142730,2026-05-08,2026-05-09,162096,　カミノレアル　テキーラホワイト７５０ｍｌ,3011938002698,12,0,3,0,4,○
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142730,2026-05-08,2026-05-09,072105,ワイルドターキー　８年　　　　　　７００ＭＬ　　,0721059002806,1,0,0,0,4,×商品未登録
0022,小浜店,0010,カナカン(株)酒類　福井営業所,00134142730,2026-05-08,2026-05-09,008218,ジャックダニエル　ブラック瓶　　　７００ＭＬ　　,0082184045954,12,0,0,0,12,×商品未登録
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142740,2026-05-04,2026-05-09,154046,　マルティーニ　ＥＸ　ドライ　７５０ｍｌ,5010677934008,12,0,0,0,1,×入荷予定なし
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142750,2026-05-06,2026-05-09,133041,　ニッカＶＳＯＰ　白７２０ｍｌ,4904230201267,12,0,0,0,1,×倉庫/仕入先不一致
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142760,2026-05-08,2026-05-09,185138,　ジーマ　缶　３３０ｍｌ,5010038488249,24,2,0,0,5,△2件
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,184258,　ハイリキ　レモン３５０ｍｌ缶,4904230008088,24,0,0,0,24,×倉庫/仕入先不一致
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,131076,　ニッカ　ハイニッカ７２０ｍｌ,4904230042303,12,0,0,0,2,×倉庫/仕入先不一致
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,181105,　アサヒ　ジノン　グレープフルーツ３５０ｍｌ,4904230074021,24,0,0,0,4,×倉庫/仕入先不一致
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,131052,　サントリー　角瓶（業務用）５Ｌ,4901777361973,4,0,2,0,2,○
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,181069,　サントリー　－１９６℃　無糖アセロラ５００ｍｌ,4901777432871,24,0,0,0,24,×入荷予定なし
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,185104,　サントリー　－１９６℃　シャインマスカット５００ｍｌ,4901777435803,24,0,0,0,24,×入荷予定なし
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,185370,　サントリー　翠ジンソーダ　本格濃いめ３５０ｍｌ,4901777448070,24,0,0,0,4,×入荷予定なし
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,181353,　サントリー　ＴＨＥ　ＰＥＥＬ　レモン　ＡＬＣ．７％　３５０ｍｌ,4901777444959,24,0,0,0,24,×入荷予定なし
0021,江守店,0010,カナカン(株)酒類　福井営業所,00134142770,2026-05-08,2026-05-09,184242,　サントリー　角ハイボール缶　３５０ｍｌ,4901777201439,24,0,0,0,120,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,185754,　ジンロ　チャミスルトクトク　マスカット２７５ｍｌ,4514657231077,24,0,0,0,1,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,185755,　ジンロ　チャミスルトクトク　すもも２７５ｍｌ,4514657231091,24,0,0,0,1,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,171512,　眞露　ジンロ　イズバック３６０ｍｌ,8801048181216,20,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,162125,　ウィルキンソン　ウォッカ４０°　７２０ｍｌ,4904230401100,12,0,0,0,2,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,172190,　ボルス　クレームドカシス７００ｍｌ,8716000969385,6,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,185240,　アサヒ　ジノン　ライム５００ｍｌ,4904230074427,24,0,0,0,24,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,171063,　萬歳楽加賀梅酒３００ｍｌ,4973003569477,12,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,172327,　ルジェ　クレーム　ド　カシス　２００ｍｌ,3104691012209,12,0,0,0,1,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142780,2026-05-08,2026-05-09,172244,　カルーア　コーヒーリキュール７００ｍｌ,7610594455839,12,0,0,0,2,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142790,2026-05-08,2026-05-09,184326,　サントリー　ほろよい　グレープ　３５０ｍｌ,4901777211742,24,0,0,0,24,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142790,2026-05-08,2026-05-09,181014,　サントリー　料理天国　紙パック　赤　５００ｍｌ,4901777039032,12,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142790,2026-05-08,2026-05-09,184692,　サントリー　角ハイボール　濃いめ　３５０ｍｌ,4901777349070,24,0,0,0,24,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142790,2026-05-08,2026-05-09,171993,　サントリー　こだわり酒場のレモンサワーの素　パック１．８Ｌ,4901777354722,6,0,0,0,3,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142790,2026-05-08,2026-05-09,171127,　チョーヤ　梅酒紀州　４３０ｍｌ,4905846111803,12,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142790,2026-05-08,2026-05-09,171845,　チョーヤＴｈｅ　ＣＨＯＹＡ　紀州南高梅原酒７００ｍｌ,4905846118116,6,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142790,2026-05-08,2026-05-09,171466,　白鶴　梅酒原酒　７２０ｍｌ,4902650022684,6,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142790,2026-05-08,2026-05-09,172044,　イエーガーマイスター　７００ｍｌ,4067700014184,6,0,0,0,1,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,151027,○シャトー勝沼　赤わいん　中口　７２０,4941495200024,12,0,0,0,2,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,151186,　シャトー勝沼　無添加赤ワイン　辛口　７２０ｍｌ,4941495200031,12,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,122910,　２５°黒伊佐錦９００ｍｌ（芋）,4992283002146,12,0,0,0,2,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,143029,○アサヒスーパードライ　樽２Ｌ,4901004007810,6,0,0,0,12,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,143027,○アサヒ　スーパードライ２５０ｍｌ,4901004007629,24,0,0,0,8,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,131076,　ニッカ　ハイニッカ７２０ｍｌ,4904230042303,12,0,0,0,2,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,147044,　アサヒ　スタイルフリー５００ｍｌ,4901004005755,24,0,0,0,12,×倉庫/仕入先不一致
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,147256,　アサヒ　ザ・リッチ　５００ｍｌ,4901004059055,24,0,0,0,4,×入荷予定なし
0011,越前店,0010,カナカン(株)酒類　福井営業所,00134142800,2026-05-08,2026-05-09,142765,　アサヒ　ザ・ビタリスト５００ｍｌ,4901004062475,24,0,0,0,4,×入荷予定なし
