item_code,mysql_item_id,mysql_item_name,parent_current_quantity,parent_available_quantity,oracle_shelves,oracle_stock_shelves,mysql_default_shelves,mysql_nonzero_lot_shelves,mysql_all_shelves,issue
156904,156904,　ドルーアン　ブルゴーニュ　ピノノワール　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156905,156905,　ドルーアン　ブルゴーニュ　シャルドネ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156930,156930,　ブシャールＰ＆Ｆ　コルトンシャルルマーニュ　’２１　７５０ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156932,156932,　コセチャ　ピノノワール　７５０ｍｌ,120,120,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156934,156934,　コセチャ　シャルドネ　７５０ｍｌ,124,124,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156962,156962,　コセチャ　ソービニヨンブラン　７５０ｍｌ,120,120,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156969,156969,×ブシャールＰ＆Ｆ　ブルゴーニュピノノワールラヴィニェ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
156987,156987,　ジャンロロン　ボージョレヴィラージュヌーヴォー　リフト６９　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
157002,157002,　ボルサオ　クラシコ　ブランコ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
157025,157025,　サンタヘレナ　アルパカ　カベルネメルロ　７５０ｍｌ,31,31,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157135,157135,　カサベナサル　ゲヴルツトラミネール　モスカテル　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157137,157137,　シャトー　オーブランダ　７５０ｍｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
157160,157160,　ブシャールＰ＆Ｆ　コルトンシャルルマーニュ　’２１　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157201,157201,×ドルーアン　サンロマン　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157241,157241,　サンタヘレナ　アルパカ　シャルドネセミヨン　７５０ｍｌ,39,39,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157314,157314,　マリーシェルメット　ロゼ　ボージョレヌーヴォー　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
157326,157326,　ムーチョマス　赤　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157466,157466,　ドルーアン　シャブリ　レゼルヴドヴォードン　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157557,157557,　コートデュローヌルージュ　ルプティアンデソン　７５０ｍｌ,10,10,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157659,157659,　カステルカンブラス　赤　７５０ｍｌ,18,18,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157751,157751,　カステルカンブラス　白　７５０ｍｌ,19,19,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157835,157835,　フェルナンドラロッシュ　ボージョレヌーヴォー　ＰＥＴ　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
157840,157840,×カステル　バロンド　レスタック　赤　３７５ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
157848,157848,×ロスガンソス　ピノノワール　７５０ｍｌ,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157851,157851,　　ヴァレ　ド　オーメン　ブランコ　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157867,157867,×ドルーアン　サン　ヴェラン　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157904,157904,　　イエローテイル　カベルネソービニヨン　１８７ｍｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157956,157956,　パラ　ヒメネス　カベルネソーヴィニヨン　オーガニック,9,9,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
157957,157957,　テタンジェ　ブリュットレゼルヴ　３７５ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158013,158013,　ドルーアン　ボーヌプルミエクリュ　クロデムーシュブラン　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
158022,158022,　フォルタン　シャルドネ　３７５ｍｌ,38,38,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158023,158023,　ドルーアン　シャブリ　プルミエ　クリュ　モンマン　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158116,158116,　ドルーアン　シャブリ　グランクリュ　レクロ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158117,158117,　　ドルーアン　ヴォルネイ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158126,158126,　ペティロホ　シャルドネ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
158136,158136,　ビオンタ　アルバリーニョ　７５０ｍｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158144,158144,　ドルーアン　サヴィニレボーヌ　クロデゴドー　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158147,158147,　ドンナ　マルツィア　プリミティーヴォ　オーク樽熟成７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
158159,158159,　ドルーアン　マランジュ　プルミエ　クリュ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158199,158199,×ミッシェルリンチ　ボルドールージュ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158201,158201,　ミッシェルリンチ　ボルドーブラン　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158293,158293,　タヴェルネッロ　ロッソ　バッグインボックス３Ｌ,-3,-3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
158426,158426,　パラヒメネス　シャルドネ　オーガニック　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158600,158600,　マリーシェルメット　ボージョレヌーヴォー　グリオット　３７５ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
158603,158603,　ラブレロワ　ボージョレ　ヌーヴォー　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
158717,158717,　オーボンクリマ　シャルドネ　ニュイブランシュ　’２０　７５０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
158973,158973,　ベンド　カベルネソービニヨン　７５０ｍｌ,15,15,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
158987,158987,×ＪＪドミニク　テロワールセレクション　ピノノワール　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
159008,159008,×プレザンス　カベルネソーヴィニヨン　７５０ｍｌ,24,24,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
159013,159013,　プレミオ　モンテプルチアーノ　ダブルッツォ　７５０ｍｌ,35,35,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
159112,159112,　レザレ　ド　セノザン　ピノノワール　７５０ｍｌ,24,24,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
159131,159131,　ドメーヌ　ラ　ガルレ　フェランダ　７５０ｍｌ,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
159132,159132,　シャトー　ブリュンデスパーニュ　エリタージュ　７５０ｍｌ,22,22,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
159137,159137,　シャトー　ダイギルケール　７５０ｍｌ,36,36,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
160000,160000,部システム １６０ ,60,60,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
161001,161001,　サントリーウォッカ　８０プルーフ　１．８Ｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
161005,161005,　サントリー　ウオッカ８０プルーフ　７２０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
161027,161027,　サントリー　ドライジンエクストラ　７２０ｍｌ,9,9,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
161056,161056,　サントリー　ジン　ＲＯＫＵ　２００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
161059,161059,　アサヒ　ハイボリー　ジン　７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
162021,162021,　ロンリコ　ホワイト　４０°（正規）　７００ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
162029,162029,×パンペロ　アニバサリオ　ラム　７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
162037,162037,　エリストフ　ウォッカ　７００ｍｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
162050,162050,　ボンベイ　ドライジン７００ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
162127,162127,×ウィルキンソン　ウォッカ５０°　７２０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
162151,162151,　ドンフリオ　レポサド　７００ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
162250,162250,　ドーバー　ラム４５　１００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
162289,162289,　　ストリチナヤ　プレミアム　ウオッカ　５００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
170000,170000,部システム １７０ ,7,7,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171004,171004,　合同　ＴＡＮＴＡＫＡＴＡＮ　ＳＨＩＳＯ梅酒　７２０ｍｌ（鍛高譚の梅酒）,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171031,171031,×ヘルメス　ブルーキュラソー　７２０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171202,171202,　天狗舞　梅酒１．８Ｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171236,171236,　サッポロ　３種のポリフェノール　赤梅酒　パック１．８Ｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171237,171237,　梅乃宿　甘くておいしいキャロット＆オレンジ１．８Ｌ,14,14,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171248,171248,　サントリー　バイオレットフィズ　６００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171252,171252,　舟木酒造　ブルーベリー酒　３００ｍｌ,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171366,171366,　サクラオ　紫蘇ダルマ　１．８Ｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171373,171373,　チョーヤ　Ｔｈｅ　ＣＨＯＹＡ　黒糖梅酒７００ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171388,171388,　サッポロ　濃いめのグレフルサワーの素５００ｍｌ,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171507,171507,　富久駒　一筆啓上　梅の酒１８０ｍｌ（ケース無し）,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171553,171553,　チョーヤ　ザ・チョーヤ　ブランデー仕立てブラック７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171578,171578,　一本義　吟香梅　般若刀　７２０ｍｌ,3,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171600,171600,×サントリー　ふんわり鏡月　ゆず　７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171606,171606,　アサヒ　ジノン　グレープフルーツ　コンク１．８Ｌ　ペット,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171615,171615,　若鶴　ウメスキー３００ｍｌ,10,10,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171617,171617,×サントリー　ふんわり鏡月　うめ　７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171701,171701,　サッポロ　ウメカク　梅酒カクテル　ピンクＧＦ　５００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171748,171748,　若狭三方ビバレッジ　レモングラス梅酒　１．８Ｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171751,171751,　富久駒一筆啓上　柚子の酒５００ｍｌ（ケース無し）,18,18,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171755,171755,　サントリー　こだわり酒場のレモンサワーの素５００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171757,171757,　富久駒　一筆啓上　梅の酒５００ｍｌ（クリアケース入）,10,10,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171761,171761,　南都酒造所　ハブ入りハブ酒１．８Ｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171764,171764,　富久駒　一筆啓上　梅の酒５００ｍｌ（ケース無し）,14,14,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171767,171767,　サッポロサワー　氷彩１９８４　素５００ｍｌ瓶,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171779,171779,　富久駒　一筆啓上　梅すぱ３００ｍｌ（クリアケース無し）,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171798,171798,　富久駒　一筆啓上　柚子すぱ３００ｍｌ（クリアケース無し）,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171830,171830,×サントリー　Ｊクラフトリキュール　奏　抹茶７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171841,171841,　明利　そのまんまパイナップルのお酒７２０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171849,171849,　サッポロ　濃いめのレモンサワーの素５００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171859,171859,　一本義　吟香梅７２０ｍｌ（新）,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171880,171880,　梵　ゆずリキュール５００ｍｌ,12,12,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171937,171937,　サッポロ　男梅サワーの素５００ｍｌ,2,0,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
171938,171938,　山元　にごり梅酒　梅太夫１．８Ｌ,5,5,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171943,171943,　悠久の梅酒　雫　四年熟成　７２０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171951,171951,　梅乃宿　あらごしジンジャー　７２０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171976,171976,　サントリー　こだわり酒場のレモンサワーの素　濃い旨５００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
171990,171990,　チョーヤ　梅サルーテ　７５０ｍｌ,6,6,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171991,171991,　チョーヤ　フレンチオーク樽熟成　７００ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
172042,172042,　ボルス　ストロベリー７００ｍｌ,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
172068,172068,　ボルス　トリプルセック７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
172093,172093,　プラム　リキュール　ド　フランス　プルシア　７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
172119,172119,×サッポロ　リモンチェッロ　７２０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
172164,172164,　ソウルマッコリ　ペットボトル　７５０ｍｌ,9,9,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
172223,172223,×ボルスモヒート　７００ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
172227,172227,　ボルスアプリコットブランデー７００ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
172232,172232,　モーツァルト　チョコレートクリーム　３５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
172241,172241,×ペパーミントジェット２７　７００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
172401,172401,　眞露　チャミスル　ピーチ３６０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
173008,173008,　日の出　本みりん　醇良１．８Ｌペット,30,30,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
173012,173012,　富貴　本みりん１．８Ｌ瓶,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
173015,173015,　白鹿　酒蔵割烹酒パック２Ｌ,18,18,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
181021,181021,　宝　本みりん　ペット　１Ｌ,12,12,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
181033,181033,　万上　本みりん　割烹　１．８Ｌ,18,18,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
181269,181269,　サッポロ　サッポロサワー　氷彩１９８４　３５０ｍｌ,48,48,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
181314,181314,　東肥　本伝赤酒　１．８Ｌ,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
181372,181372,　サントリー　ほろよい　青いサワー３５０ｍｌ,24,24,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
182012,182012,　チョーヤ　梅酒　プラＱ　１６０ｍｌ,20,20,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
183039,183039,　キリン　檸檬酒５００ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
184036,184036,　スミノフアイス　ピンクグレープフルーツ２７５ｍｌ,8,8,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
184155,184155,　サントリー　ほろよい　レモみかん３５０ｍｌ,5,5,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
184247,184247,　タカラ　焼酎ハイボール　シークァーサー３５０ｍｌ,,,Q00000|Z01203,,,,,missing_mysql_default
184421,184421,　チョーヤ　さらりとした梅酒　パック１Ｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
184486,184486,　サントリー　ほろよい　梅酒ソーダ　３５０ｍｌ,0,0,C11404|Q00000,,,,Z00,missing_mysql_default
184587,184587,　キリン　氷結　ウメ　５００ｍｌ,24,24,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
184654,184654,　白鶴　ぷるぷる林檎酒１９０ｍｌ,,,M06306|Q00000,,,,,missing_mysql_default
210000,210000,部システム ２１０ ,18,18,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210155,210155,　アサヒ富士山のバナジウム天然水６００ｍｌ,,,Q00000|Y99999,,,,,missing_mysql_default
210310,210310,　大黒屋　酎割　巨峰１Ｌ瓶,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210311,210311,　大黒屋酎割　ゆず１Ｌ瓶,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210418,210418,　花垣　自然のあまみ　米糀甘酒３００ｇ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
210518,210518,　ネスレ　特選ココア　ミルク仕立て７５０ｇ,2,4,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210591,210591,　ドーバー　ビアリッツレモン瓶７００ｍｌ,9,9,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
210594,210594,　サントリー　ゼロッパ　５００ｍｌ,66,66,,,Z00,Z00,Z00|ZZ1100,mysql_location_but_oracle_no_shelf
210717,210717,　ピエールゼロ　シニャチュール　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
210746,210746,　ＭＩＺＵＳＨＩＭＡ　ＢＬＵＥ　ジンジャービア　３３０ｍｌ,6,6,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210807,210807,　宮崎本店　焼酎用うめエキス　割梅１ＬＰＥＴ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210894,210894,　雜賀　ノンアルコール梅　ロックンプラム　７２０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
210895,210895,　雜賀　ノンアルコール柚　ロックンユズ　７２０ｍｌ,4,4,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
211020,211020,　アサヒ　ドデカミン　ストロング３００ｍｌ缶,,,Q00000|Y99999,,,,,missing_mysql_default
211028,211028,　アサヒ　三ツ矢サイダー１．５Ｌペット,,,C09203|YX0000,,,,,missing_mysql_default
211030,211030,　コカコーラ　ゼロ５００ｍｌ,,,B10104|Q00000,,,,,missing_mysql_default
211033,211033,　キリン　キリンレモン５００ｍｌペット,,,D16300|Q00000,,,,,missing_mysql_default
211075,211075,　サントリー　ペプシ生　ＢＩＧ　ＣＯＬＡ６００ｍｌペット,24,24,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
211183,211183,　コカコーラ　アンバサ３５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
211203,211203,　アサヒ　スタイルバランス　グレープフルーツテイスト３５０ｍｌ,5,5,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
211210,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,,,M01205|Q00000,,,,,missing_mysql_default
211683,211683,　サントリー　ソーダ（業務用）３３０ｍｌＰＥＴ,0,0,L08206|Q00000,,,,Z00,missing_mysql_default
211798,211798,　博水社ホームハイサワースンチー杏仁檸檬３６０ｍｌ,24,24,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
211870,211870,　コカコーラ　カナダドライジンジャーエール　缶２５０ｍｌ（ＨＯＲＥＣＡ）,,,G01415|Q00000,,,,,missing_mysql_default
211914,211914,　サントリー　天然水スパークリング５００ｍｌ,96,96,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
211977,211977,　サントリー　おうちドリンクバー　ペプシコーラ３４０ｍｌ,34,34,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
212069,212069,　カゴメ　野菜生活１００　１９０ｇ,62,62,N01101|Q00000,,,Z00,Z00,missing_mysql_default|mysql_lot_not_in_oracle
212171,212171,　コカコーラ　アクエリアス　ザ　ゼロ５００ｍｌ,,,K07105|YX0000,,,,,missing_mysql_default
213113,213113,　サッポロ　リボン　オレンジ２００ｍｌ瓶,,,C02204|YX0000,,,,,missing_mysql_default
213131,213131,　不二家　ネクターピーチ３５０ｇ,,,M04111|Q00000,,,,,missing_mysql_default
213296,213296,　サントリーまるで梅酒な　ノンアルコール２８０ｍｌ,,,M01302|Q00000,,,,,missing_mysql_default
213524,213524,　コカコーラ　ミニッツメイド　オレンジ　業務用１Ｌパック,1,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
213543,213543,　ポン　グレープジュース８００ｍｌペット,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
214121,214121,　サントリー　ボス　無糖ブラック１８５ｇ,,,G01302|Q00000,,,,,missing_mysql_default
214194,214194,　アサヒワンダ　特製カフェオレ１８５ｇ缶,30,0,H08202|Q00000,,,Z00,Z00,missing_mysql_default|mysql_lot_not_in_oracle
215017,215017,　サントリー　烏龍茶　缶３４０ｇ,24,24,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
215027,215027,　コカコーラ　爽健美茶２Ｌペット,,,D09206|Q00000,,,,,missing_mysql_default
215131,215131,　キリン　午後の紅茶　ミルクティー　ホット＆コールド２８０ｍｌＰＥＴ（自販機）,,,C11202|Q00000,,,,,missing_mysql_default
215162,215162,　コカコーラ　爽健美茶６００ｍｌ,,,B01207|Q00000,,,,,missing_mysql_default
215204,215204,×エムアールアイおいしい緑茶　２Ｌ,0,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
215307,215307,　アサヒ十六茶　ボトル缶２７５ｇ,,,K08302|Q00000,,,,,missing_mysql_default
215445,215445,　サントリー　伊右衛門　贅沢ジャスミン６００ｍｌ,,,F07300|Q00000,,,,,missing_mysql_default
221277,221277,　トーレ・デ・ヌニエズ　ハモンセラーノ１４ヶ月熟成６０ｇ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
221358,221358,　しいの食品　たこわさび８０ｇ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
221448,221448,　伍魚福　サラミチーズサンド３４ｇ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
221648,221648,　Ｄ＆Ｈランプフィッシュキャビア５０ｇ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
222040,222040,　華セレクト　落花生　業務仕様４５０ｇ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
223020,223020,　県米純そば茶１Ｋｇ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
223506,223506,　伊藤園　ワンポット緑茶　ティーバック３０Ｐ,10,10,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
224273,224273,　丸味食品　７種のミックスナッツ５００ｇ,17,17,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231091,231091,　フクしょうゆ　しょうゆ菊１．８ＬＰＥＴ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
231106,231106,　フクしょうゆ　しょうゆ藤１．８ＬＰＥＴ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
231257,231257,　ブルドック　徳用とんかつソース１．８Ｌ,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
231282,231282,　ピンクロックソルト１Ｋｇ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
231291,231291,　ミツカン　パッチョ　トマト＆ガーリック１Ｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
231293,231293,　キューピー　フレンチドレッシング赤１Ｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231310,231310,　キッコーマン　こいくち　天パット缶１８Ｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
231337,231337,　フクしょうゆ　しょうゆ甘口１．８ＬＰＥＴ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
231446,231446,　ミツカン　ぽん酢　ＰＥＴ１．８Ｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231511,231511,　直源　丸庄印　醤油１．８Ｌペット,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
231593,231593,　フクしょうゆ　フク　ニューマイルド１．８ＬＰＥＴ,6,6,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231607,231607,　ハウス　カレーホット　２．７ｇ×１００,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
231608,231608,　Ｓ＆Ｂ　金沢風カツカレーソース３Ｋｇ,4,4,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231629,231629,　キッコーマン　ステーキしょうゆ　トリュフ風味５７０ｇ,9,9,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
231842,231842,　東海ナッツ　アーモンドパウダー１Ｋｇ,0,0,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231883,231883,　ヒガシマル　うすくちしょうゆ１０Ｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
231958,231958,　ブルドックソース　徳用　ウスターソース１．８Ｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
